epoch,checkpoint_score,train_objective,train_risk_term,train_risk_before,train_risk_after,train_risk_delta,train_risk_delta_p95,train_risk_delta_positive_rate,train_naturalness_penalty,train_delta_l2,train_delta_smoothness,train_delta_abs_max,train_physics_penalty,train_diversity_reward,train_latent_diversity_reward,train_risk_coverage_reward,val_objective,val_risk_term,val_risk_before,val_risk_after,val_risk_delta,val_risk_delta_p95,val_risk_delta_positive_rate,val_naturalness_penalty,val_delta_l2,val_delta_smoothness,val_delta_abs_max,val_physics_penalty,val_diversity_reward,val_latent_diversity_reward,val_risk_coverage_reward,val_risk_type_entropy,val_delta_action_mean,val_delta_action_std,val_delta_action_p05,val_delta_action_p95
11,28.630490876620275,35.33103607177734,37.352384704589845,5.1565794868469235,18.882850387573242,13.726270881652832,43.50168240356445,1.0,63.99982150268555,63.99982150268555,2.0352245707452226e-15,7.999988914489746,13.825659759521484,0.12168842053413391,1.994038177244306e-08,1.216883999824524,26.734009742736816,28.630189895629883,5.219601988792419,14.696306943893433,9.476705074310303,33.175846099853516,1.0,63.99983596801758,63.99983596801758,2.3988746777899543e-15,7.999989986419678,12.571920156478882,0.1009745504707098,9.670508838155456e-09,1.0097453743219376,0.006019619807866707,-7.999989980673999,6.116753967498329e-08,-7.999989986419678,-7.999989986419678
12,28.27065858978556,35.30090821838379,37.32306311035156,5.158671222686768,18.91082653808594,13.752155311584472,43.566394409179686,1.0,63.99984725952149,63.99984725952149,1.699094338369563e-15,7.999990589141846,13.833723800659179,0.12166634321212769,1.8373439079066856e-08,1.2166632404327393,26.368412017822266,28.270357608795166,5.206677794456482,14.281262636184692,9.0745849609375,32.65288257598877,1.0,63.99986267089844,63.99986267089844,1.4971017366284222e-15,7.999991416931152,12.629460334777832,0.1000223159790039,2.890980593805992e-09,1.0002231299877167,0.006019619807866707,-7.999991413727985,4.819331746152788e-08,-7.999991416931152,-7.999991416931152
13,28.193394437641437,35.37122892761231,37.39348141479492,5.15646565246582,18.928970520019533,13.772504951477051,43.69326678466797,1.0,63.99986883544922,63.99986883544922,1.240042056242852e-15,7.9999918975830075,13.834706260681152,0.12173702895641327,1.2929192657384902e-08,1.2173701486587525,26.29354476928711,28.193280696868896,5.203814625740051,14.214694738388062,9.010880470275879,31.608832359313965,1.0,63.9998779296875,63.9998779296875,5.913636489523355e-16,7.999992370605469,12.6073899269104,0.10026463493704796,1.047737924197989e-09,1.0026463568210602,0.0022748154507987116,-7.999992369705578,2.6146561760229674e-08,-7.999992370605469,-7.999992370605469
14,28.61630131325179,35.37294738769531,37.3953544921875,5.1584470672607425,18.879887344360352,13.72144027709961,43.50267288208008,0.9999921875,63.999886291503906,63.999886291503906,1.0652495281598965e-14,7.999992996215821,13.836233963012695,0.12159231340885163,9.312476514811153e-09,1.215923029899597,26.716440200805664,28.616187572479248,5.21479594707489,14.507789850234985,9.292993545532227,33.15905284881592,1.0,63.9998893737793,63.9998893737793,3.817807548747095e-16,7.999993324279785,12.607528924942017,0.10053221508860588,5.626740740005687e-10,1.005322128534317,0.0022748154507987116,-7.999993323659874,2.0455985570536574e-08,-7.999993324279785,-7.999993324279785
15,28.581862449645996,35.4707497253418,37.49332290649414,5.156790924072266,18.88636080932617,13.72956997680664,43.71605233764648,1.0,63.99990121459961,63.99990121459961,1.1792924678434488e-15,7.999993923187255,13.837892791748047,0.12156196504831314,1.4045263551087928e-08,1.2156195039749145,26.68396282196045,28.581862449645996,5.2214367389678955,14.612258434295654,9.390821933746338,32.44353008270264,1.0,63.99990463256836,63.99990463256836,3.613889031994277e-16,7.999994277954102,12.589104413986206,0.1009963434189558,6.402842700481415e-10,1.0099634230136871,-0.0,-7.9999942772620125,2.1717351447995608e-08,-7.999994277954102,-7.999994277954102
16,29.24829603752547,35.443578018188475,37.465080368041995,5.157379383087158,18.95653239440918,13.799153099060058,43.37890301513672,1.0,63.99991293334961,63.99991293334961,7.818870170895319e-16,7.999994617462158,13.827197998046875,0.12169134294986725,9.726906342599762e-09,1.2169133262634277,27.349756240844727,29.24818229675293,5.217054724693298,14.782546043395996,9.565491437911987,33.22809314727783,1.0,63.999916076660156,63.999916076660156,2.7768602982357685e-14,7.999995231628418,12.594473361968994,0.10213499143719673,7.086816395940332e-07,1.0213428437709808,0.0022748154507987116,-7.999995087140124,2.1935865641022893e-07,-7.999995231628418,-7.99999475479126
17,28.339387687678364,35.24121212768555,37.26283769226074,5.152280422210693,18.840817642211913,13.688537300109862,43.29594885253906,0.9999921875,63.999921508789065,63.999921508789065,1.0812393640138135e-15,7.9999952926635745,13.82842308807373,0.1215897313952446,1.3300235545798955e-08,1.215897162437439,26.436391353607178,28.339177131652832,5.218999266624451,14.759337663650513,9.54033875465393,33.00358295440674,1.0,63.99993133544922,63.99993133544922,9.530358118807258e-16,7.999995708465576,12.637969732284546,0.101059190928936,2.8521754957822054e-09,1.0105918794870377,0.004211120510638801,-7.999995705978363,3.460596890996214e-08,-7.999995708465576,-7.999995708465576
18,28.62415313720703,35.30261833190918,37.32402038574219,5.155553470611572,18.866774284362794,13.711220779418944,43.5771457824707,0.9999921875,63.9999326171875,63.9999326171875,8.736049954699965e-16,7.9999957923889164,13.82618775177002,0.12161160862445831,1.2701242468216024e-08,1.2161159439086915,26.7234845161438,28.62415313720703,5.207081437110901,14.549285888671875,9.342204332351685,32.61684036254883,1.0,63.99993896484375,63.99993896484375,8.836468596067637e-16,7.999996185302734,12.616793394088745,0.10107089392840862,2.658149950152122e-09,1.010708898305893,-0.0,-7.999996182991308,3.417433964432715e-08,-7.999996185302734,-7.999996185302734
19,28.26433424338059,35.45357751464844,37.475239837646484,5.155744262695313,18.92986375427246,13.774119445800782,43.75633129882812,0.9999921875,63.99993927001953,63.99993927001953,4.419231305443574e-16,7.999996200561523,13.828784767150879,0.12156712794303894,5.1153996944997e-09,1.2156712169647217,26.365888118743896,28.264009952545166,5.222993612289429,14.541021585464478,9.318027973175049,32.45432901382446,1.0,63.99994659423828,63.99994659423828,2.610440082259131e-15,7.999996662139893,12.591434717178345,0.10212954133749008,1.1925341603102879e-08,1.02129527926445,0.006485816708473259,-7.9999966552353,5.78614182330898e-08,-7.999996662139893,-7.999996662139893
20,28.463221326679523,35.24497485351562,37.266175704956055,5.155148727416992,18.85233218383789,13.697183403015137,43.42071673583985,1.0,63.99994659423828,63.99994659423828,3.451026238781073e-16,7.999996662139893,13.824176063537598,0.12160063034296036,1.3064985271427077e-09,1.2160062818527222,26.560329914093018,28.463107585906982,5.212770462036133,14.598445653915405,9.385675430297852,32.423773765563965,1.0,63.99994659423828,63.99994659423828,3.6252180480329664e-17,7.999996662139893,12.637919425964355,0.10136651620268822,0.0,1.0136651545763016,0.0022748154507987116,-7.999996662065387,5.95999879806044e-09,-7.999996662139893,-7.999996662139893
21,28.75196007155898,35.37847979736328,37.400193237304684,5.15684049987793,18.921618194580077,13.764777824401856,43.75931643676758,1.0,63.99994918823242,63.99994918823242,7.221524682418451e-16,7.999996997833252,13.829307220458984,0.12166713446378707,7.785651960690032e-09,1.2166712522506713,26.85369348526001,28.751749515533447,5.22179639339447,14.562316656112671,9.34052062034607,32.945383071899414,1.0,63.99994945526123,63.99994945526123,4.0664862715291375e-13,7.999997138977051,12.590752124786377,0.10180905275046825,2.211409277919074e-09,1.0180904865264893,0.004211120510638801,-7.999997135387384,4.698879155869313e-07,-7.999997138977051,-7.999997138977051
22,29.220927968830402,35.126319396972654,37.14910557556152,5.158112781524658,18.88654739379883,13.728434577941895,43.214927337646486,0.9999921875,63.99995059204102,63.99995059204102,5.244059025169061e-16,7.999997142791748,13.840034385681152,0.12167328488826752,1.2212661213206744e-08,1.216732710838318,27.318304538726807,29.22081422805786,5.2148624658584595,14.835181474685669,9.620319128036499,33.71133613586426,1.0,63.99995803833008,63.99995803833008,3.139212099225212e-15,7.999997615814209,12.635172367095947,0.1006798967719078,2.11703734542823e-08,1.0067987442016602,0.0022748154507987116,-7.999997607076075,6.423269542390253e-08,-7.999997615814209,-7.999997615814209
23,28.60981373175339,35.357139709472655,37.378751007080076,5.154828685760498,18.858295150756835,13.703466598510742,43.30579415893555,1.0,63.99995803833008,63.99995803833008,4.575931304174999e-16,7.999997615814209,13.828276092529297,0.12156074875593186,1.8526045599820407e-09,1.2156074552536011,26.712199211120605,28.60948944091797,5.213015675544739,14.529318571090698,9.316303014755249,32.214773178100586,1.0,63.99995803833008,63.99995803833008,6.995537660611696e-17,7.999997615814209,12.583024740219116,0.10115164145827293,3.6864852837048545e-10,1.0115164071321487,0.006485816708473259,-7.999997615670436,8.27862314140291e-09,-7.999997615814209,-7.999997615814209
24,28.456928506702717,35.25434623718262,37.2770492553711,5.153698848724365,18.89878091430664,13.745082244873046,43.56405413818359,1.0,63.99995803833008,63.99995803833008,1.5389050194932963e-17,7.999997615814209,13.839207496643066,0.12173196017742156,7.450580774559512e-11,1.2173195848464966,26.554718017578125,28.456814765930176,5.209123253822327,14.429606676101685,9.220483303070068,32.55049991607666,1.0,63.99995803833008,63.99995803833008,0.0,7.999997615814209,12.631066083908081,0.10089603811502457,0.0,1.0089603662490845,0.0022748154507987116,-7.999997615814209,0.0,-7.999997615814209,-7.999997615814209
25,28.143331050872803,35.39346427917481,37.41491047668457,5.156860343933105,18.889390686035156,13.732530448913574,43.67919778442383,0.9999921875,63.999969024658206,63.999969024658206,6.599527968244789e-16,7.999998077392578,13.826617752075196,0.1215193566083908,5.3938938153752505e-09,1.21519349861145,26.249271392822266,28.143331050872803,5.197922348976135,14.36624789237976,9.168325662612915,31.59904384613037,1.0,63.999969482421875,63.999969482421875,1.0875653895944715e-16,7.999998092651367,12.550731897354126,0.10126023925840855,0.0,1.0126023888587952,-0.0,-7.999998092409223,1.1539849622136799e-08,-7.999998092651367,-7.999998092651367
26,27.904795917506245,35.55965403747559,37.58166691589356,5.1571505088806155,18.945741592407227,13.788591049194336,43.56095184326172,1.0,63.999969482421875,63.999969482421875,1.9875257492357425e-17,7.999998092651367,13.832305610656737,0.12171558690071106,1.384566266082743e-10,1.2171558504104614,26.007338047027588,27.904585361480713,5.208733439445496,14.421877384185791,9.213144302368164,32.051496505737305,1.0,63.999969482421875,63.999969482421875,0.0,7.999998092651367,12.582556962966919,0.10083029046654701,0.0,1.0083028972148895,0.004211120510638801,-7.999998092651367,0.0,-7.999998092651367,-7.999998092651367
27,28.231229305267334,35.25628839111328,37.27845509338379,5.155250877380371,18.85218020629883,13.69692911529541,43.44347848510742,1.0,63.99997018432617,63.99997018432617,6.309057434343925e-16,7.9999981842041015,13.833838401794434,0.12163909822702408,8.555904769558253e-09,1.216390878677368,26.337949752807617,28.231229305267334,5.216397285461426,14.376214981079102,9.159818172454834,32.52635622024536,1.0,63.99997329711914,63.99997329711914,8.210552143856194e-16,7.999998569488525,12.542961359024048,0.10160513408482075,2.1924886350888073e-09,1.0160512924194336,-0.0,-7.999998567315633,3.21153262192123e-08,-7.999998569488525,-7.999998569488525
28,28.996450200886066,35.62377680969238,37.64606451416016,5.158478828430176,18.95127045440674,13.792791580200195,43.74028720092773,1.0,63.99997329711914,63.99997329711914,2.678311040318539e-16,7.999998569488525,13.835039596557618,0.12158207285404206,7.494042486566599e-10,1.2158207092285156,27.09622049331665,28.996336460113525,5.2252596616744995,14.748245000839233,9.522985219955444,32.88827419281006,1.0,63.99997329711914,63.99997329711914,9.657807212457285e-17,7.999998569488525,12.61128544807434,0.10120087116956711,1.0671404593320943e-09,1.0120086967945099,0.0022748154507987116,-7.999998569273739,1.0117901999941403e-08,-7.999998569488525,-7.999998569488525
29,28.589957013935383,35.4642862701416,37.48633679199219,5.154738967895508,18.960632934570313,13.805894119262696,43.64454214477539,0.9999921875,63.99997323608398,63.99997323608398,1.4885417256979759e-15,7.999998569488525,13.832674644470215,0.12165128999948502,1.564621971983371e-10,1.2165128841400146,26.690066814422607,28.589843273162842,5.2239813804626465,14.656106233596802,9.432124614715576,32.636863708496094,1.0,63.99997329711914,63.99997329711914,1.8409309850867782e-17,7.999998569488525,12.607970237731934,0.1020344439893961,5.820766091346741e-11,1.0203444063663483,0.0022748154507987116,-7.999998569450691,4.247315936503671e-09,-7.999998569488525,-7.999998569488525
30,27.99040152153426,35.36801107788086,37.390074462890624,5.152195213317871,18.897675788879393,13.745480583190918,43.44944155883789,1.0,63.99997329711914,63.99997329711914,6.616022546817324e-19,7.999998569488525,13.832791030883788,0.12152373957633972,8.07146260939362e-12,1.2152373790740967,26.091538429260254,27.99028778076172,5.211251616477966,14.392122030258179,9.180870294570923,31.983436107635498,1.0,63.99997329711914,63.99997329711914,0.0,7.999998569488525,12.597575664520264,0.1008092537522316,0.0,1.0080925226211548,0.0022748154507987116,-7.999998569488525,0.0,-7.999998569488525,-7.999998569488525
31,28.000499502033527,35.32386419677734,37.345694122314455,5.156927440643311,18.874706115722656,13.7177787399292,43.43612100219727,0.9999921875,63.999976043701174,63.999976043701174,5.096693945145549e-16,7.9999986877441405,13.830461013793945,0.12155556046962739,6.049377408556822e-09,1.2155555229187012,26.102245330810547,28.000385761260986,5.2046027183532715,14.228150129318237,9.023547649383545,32.41148042678833,1.0,63.99998474121094,63.99998474121094,8.445624697845148e-16,7.999999046325684,12.591450691223145,0.10037989355623722,1.6104119981985576e-09,1.0037989169359207,0.0022748154507987116,-7.99999904424476,3.143137897188306e-08,-7.999999046325684,-7.999999046325684
32,28.417956605762775,35.303801177978514,37.32564172363281,5.159256248474121,18.91460401916504,13.75534775543213,43.629122955322266,1.0,63.99998474121094,63.99998474121094,3.0198971710967183e-16,7.999999046325684,13.830573234558106,0.1216289102435112,8.831951319177023e-10,1.2162890853881836,26.52079963684082,28.417842864990234,5.203774929046631,14.538220405578613,9.334445238113403,32.772478103637695,1.0,63.99998474121094,63.99998474121094,1.8437631853297108e-16,7.999999046325684,12.580472469329834,0.10030690208077431,1.06714048708767e-09,1.0030689984560013,0.0022748154507987116,-7.999999045946752,1.3436711200800294e-08,-7.999999046325684,-7.999999046325684
33,28.182801500171955,35.15041905212402,37.17203218078613,5.150545734405518,18.811319442749024,13.66077360534668,43.3256164855957,0.9999921875,63.99998474121094,63.99998474121094,2.1959757888587946e-17,7.999999046325684,13.828283416748047,0.12144837468862534,2.0178656434666208e-10,1.2144837274551392,26.283786296844482,28.182687759399414,5.212942361831665,14.40616750717163,9.193225383758545,32.242671966552734,1.0,63.99998474121094,63.99998474121094,2.067507128598475e-17,7.999999046325684,12.599103212356567,0.10083640366792679,3.2984343034669905e-10,1.0083640068769455,0.0022748154507987116,-7.999999046283192,4.50108483190206e-09,-7.999999046325684,-7.999999046325684
34,29.11574077606201,35.31117919921875,37.33384103393555,5.15558842086792,18.88626644897461,13.73067805480957,43.46187106323242,1.0,63.99998474121094,63.99998474121094,2.2023199031754568e-18,7.999999046325684,13.838786293029786,0.12160612976551056,3.166496842510469e-11,1.2160612783432008,27.215444087982178,29.11574077606201,5.216768860816956,14.842496395111084,9.62572717666626,33.314053535461426,1.0,63.99998474121094,63.99998474121094,0.0,7.999999046325684,12.613107442855835,0.10135783068835735,0.0,1.0135782808065414,-0.0,-7.999999046325684,0.0,-7.999999046325684,-7.999999046325684
35,27.932663016780804,35.373146484375,37.39684466552735,5.158023025512695,18.94703146362305,13.789008392333985,43.44502453613281,0.9999921875,63.99998471069336,63.99998471069336,4.223075027997898e-12,7.999999046325684,13.849169456481933,0.12179301685094833,2.081816489862831e-09,1.217930130958557,26.035329818725586,27.932241916656494,5.215562224388123,14.366315841674805,9.150753498077393,32.900442123413086,1.0,63.99998474121094,63.99998474121094,0.0,7.999999046325684,12.579258680343628,0.1012988742440939,0.0,1.012988731265068,0.00842200248621682,-7.999999046325684,0.0,-7.999999046325684,-7.999999046325684
36,28.663499626154927,35.05060516357422,37.07195613098145,5.15222925567627,18.80613798522949,13.653908889770507,43.49350457763672,0.9999921875,63.99998474121094,63.99998474121094,2.9001743722519243e-19,7.999999046325684,13.825674491882324,0.12155003947019577,0.0,1.215500373840332,26.764540672302246,28.663289070129395,5.2210928201675415,15.00319504737854,9.782102108001709,32.60493564605713,1.0,63.99998474121094,63.99998474121094,0.0,7.999999046325684,12.597778558731079,0.10287020169198513,0.0,1.0287020206451416,0.004211120510638801,-7.999999046325684,0.0,-7.999999046325684,-7.999999046325684
37,28.456127166748047,35.42813301086426,37.4506383972168,5.157552387237549,18.90845001220703,13.750897743225098,43.73625390625,1.0,63.99998474121094,63.99998474121094,9.063044913287264e-21,7.999999046325684,13.837231384277343,0.12169195824861527,1.862645149230957e-12,1.2169195671081543,26.56333351135254,28.456127166748047,5.227953553199768,14.5455961227417,9.317642450332642,32.42386245727539,1.0,63.99998474121094,63.99998474121094,0.0,7.999999046325684,12.538175106048584,0.10235359147191048,0.0,1.0235359072685242,-0.0,-7.999999046325684,0.0,-7.999999046325684,-7.999999046325684
38,28.767883571620015,35.51604550170899,37.6109061126709,5.23651265335083,19.177780296325682,13.941267639160156,43.56975497436523,0.9999921875,63.999986206054686,63.999986206054686,1.883068846186753e-09,7.9999994316101075,14.56075946044922,0.12148375749588013,2.1383823861409468e-07,1.2148354187011718,26.870346069335938,28.767673015594482,5.226820945739746,14.782895803451538,9.55607533454895,32.77323055267334,1.0,63.9999885559082,63.9999885559082,4.681062890859544e-15,7.999999523162842,12.583453178405762,0.1017431952059269,7.819229486116797e-09,1.0174318552017212,0.004211120510638801,-7.999999494081712,1.1411069644048692e-07,-7.999999523162842,-7.999999046325684
39,28.627850326533345,35.426623779296875,37.449151489257815,5.156398620605469,18.88406918334961,13.727670578002929,43.48822711181641,1.0,63.9999885559082,63.9999885559082,4.542416293570862e-15,7.999999523162842,13.83744083404541,0.12156621783971787,8.74037286813234e-09,1.2156620740890502,26.72809886932373,28.627639770507812,5.2194907665252686,14.516466856002808,9.29697585105896,32.95760726928711,1.0,63.9999885559082,63.9999885559082,8.581570706552605e-16,7.999999523162842,12.605548620223999,0.101392712444067,1.8316010930163884e-08,1.0139268934726715,0.004211120510638801,-7.9999995213991495,2.8946214454387273e-08,-7.999999523162842,-7.999999523162842
40,28.54151703438216,35.39206018066406,37.414212493896486,5.155588382720947,18.929505859375,13.77391757965088,43.34767971801758,0.9999921875,63.9999885559082,63.9999885559082,8.675146561550939e-17,7.999999523162842,13.833704513549804,0.1217540288567543,9.182840852162144e-10,1.217540265083313,26.64161205291748,28.54140329360962,5.222752094268799,14.635963201522827,9.41321086883545,32.66377830505371,1.0,63.9999885559082,63.9999885559082,2.8322015354022696e-19,7.999999523162842,12.60804557800293,0.10125119239091873,5.820766091346741e-11,1.0125119090080261,0.0022748154507987116,-7.99999952316226,5.268352848312387e-10,-7.999999523162842,-7.999999523162842
41,29.30677518982218,35.404368286132815,37.429739166259765,5.154902599334717,18.87333967590332,13.718436988830566,43.55023236083984,1.0,63.9999885559082,63.9999885559082,6.055020203252362e-17,7.999999523162842,13.865870094299316,0.1215618969798088,8.816520491450319e-11,1.2156189527511596,27.41185426712036,29.306474208831787,5.231557369232178,14.849554538726807,9.61799693107605,34.00897693634033,1.0,63.9999885559082,63.9999885559082,0.0,7.999999523162842,12.55637526512146,0.10167599469423294,0.0,1.0167599320411682,0.006019619807866707,-7.999999523162842,0.0,-7.999999523162842,-7.999999523162842
42,28.454288482666016,35.50916923522949,37.53167611694336,5.158483448028565,18.923661193847657,13.765177627563476,43.667096923828126,1.0,63.9999885559082,63.9999885559082,1.3232045333517026e-18,7.999999523162842,13.837233634948731,0.12158232402801514,5.587935625328555e-11,1.2158232250213623,26.558613300323486,28.454288482666016,5.211437225341797,14.485931396484375,9.274494409561157,32.47035884857178,1.0,63.9999885559082,63.9999885559082,0.0,7.999999523162842,12.566862344741821,0.10104875639081001,0.0,1.0104875564575195,-0.0,-7.999999523162842,0.0,-7.999999523162842,-7.999999523162842
43,28.659159454340962,35.33493440246582,37.357170959472654,5.153587211608887,18.865394287109375,13.711807136535645,43.33005258178711,1.0,63.9999885559082,63.9999885559082,1.178195830455538e-19,7.999999523162842,13.83453887939453,0.12167206650972366,2.1730860666480113e-11,1.2167206478118897,26.760282516479492,28.65894889831543,5.216047883033752,14.722963333129883,9.50691556930542,32.70995903015137,1.0,63.9999885559082,63.9999885559082,0.0,7.999999523162842,12.59687089920044,0.10205606371164322,0.0,1.020560622215271,0.004211120510638801,-7.999999523162842,0.0,-7.999999523162842,-7.999999523162842
44,28.35562470299039,35.53942640686035,37.56132470703125,5.153021438598633,18.892663604736327,13.739642120361328,43.587770599365236,1.0,63.9999885559082,63.9999885559082,0.0,7.999999523162842,13.831142059326172,0.12152369445562362,0.0,1.2152369270324708,26.457139015197754,28.35539722442627,5.207276105880737,14.693566799163818,9.486290454864502,32.88897180557251,1.0,63.9999885559082,63.9999885559082,0.0,7.999999523162842,12.59268832206726,0.10105976834893227,0.0,1.0105976611375809,0.004549571282396587,-7.999999523162842,0.0,-7.999999523162842,-7.999999523162842
