level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,1000.0,-0.0,0.7332525746978165,2.241267292691837,-0.0,2.4997107324696652,3.8010306746689704,27.631021115928547,2.4997107324696652,0.025,0.668,1000.0,1.0,0.001,1000.0,1.0,0.001
1.0,1000.0,2.500242562289775,5.42059139050061,4.836150093503418,3.7997497984734445,8.932182918688863,16.56285230184475,27.631021115928547,8.932182918688863,0.251,nan,214.0,10.0,0.01,768.0,6.0,0.006
