response_time,ego_max_accel,ego_min_brake,lead_max_brake,temperature,pool_beta,rss_violation_rate,severe_rss_violation_rate,min_rss_margin_mean,min_rss_margin_p05,min_rss_margin_p50,min_rss_margin_p95,corr_min_rss_margin_min_ttc,corr_min_rss_margin_min_gap,recorded_highd_false_positive_rate
1.0,0.5,4.0,4.0,1.0,8.0,0.4203,0.2523,17.653958953334104,-27.573136043548583,5.157997131347656,109.52962913513183,0.34208834367188373,0.8832950398861648,0.2523
1.0,0.5,4.0,6.0,1.0,8.0,0.77575,0.7035,-21.440083921808448,-73.44531288146973,-30.12489891052246,66.67699851989744,0.2883420798049913,0.8105103459447478,0.7035
1.0,0.5,4.0,8.0,1.0,8.0,0.85455,0.80705,-41.312279224789,-97.77944450378418,-48.59536552429199,43.99736156463614,0.24828759170885725,0.7497417992114284,0.80705
1.0,0.5,6.0,3.0,1.0,8.0,0.0002,0.0,54.27364761937112,13.840003299713135,40.39500617980957,147.43097915649412,0.04423940072316568,0.9966494694021765,0.0
1.0,0.5,6.0,4.0,1.0,8.0,0.0082,0.0016,50.401287569641696,9.240930891036987,37.43000030517578,140.03099975585937,0.13176031335383773,0.9756119060437913,0.0016
1.0,0.5,6.0,6.0,1.0,8.0,0.3814,0.2033,20.155991351740777,-21.716908836364745,7.086309194564819,111.37043342590329,0.25581829438929554,0.9343737826966415,0.2033
1.0,0.5,6.0,8.0,1.0,8.0,0.62625,0.50215,0.48808111939595544,-44.07496280670166,-10.158268451690674,88.48404693603516,0.2278287276272638,0.9079604652457958,0.50215
1.0,0.5,8.0,3.0,1.0,8.0,0.0001,0.0,54.643443412009624,14.110021018981934,40.60999870300293,147.98199462890622,0.03549753688270056,0.9994656437242815,0.0
1.0,0.5,8.0,4.0,1.0,8.0,0.00035,0.0,54.002502000108265,13.409499311447144,40.239999771118164,146.91051635742187,0.04988274045144647,0.9960243893838489,0.0
1.0,0.5,8.0,6.0,1.0,8.0,0.0589,0.0063,40.06605724538998,-0.8176299571990966,26.58193016052246,131.33554382324212,0.21386346581495808,0.9678505955678652,0.0063
1.0,0.5,8.0,8.0,1.0,8.0,0.3637,0.1763,21.277175844622814,-19.31698122024536,8.08216905593872,111.89792327880849,0.20726741782528402,0.9556049238625072,0.1763
1.0,1.0,3.0,3.0,1.0,8.0,0.5223,0.3815,9.661164647390763,-41.163048362731935,-1.6513534784317017,104.12126731872557,0.4188792441601055,0.8146392252688281,0.3815
1.0,1.0,3.0,4.0,1.0,8.0,0.8047,0.7431,-29.08978919409689,-86.51655044555663,-37.55131149291992,62.478037452697706,0.37036603951495184,0.7398338133538328,0.7431
1.0,1.0,3.0,6.0,1.0,8.0,0.9184,0.887,-68.7994125831451,-135.5042724609375,-74.8780746459961,19.08378343582153,0.289694253504359,0.6217773812865924,0.887
1.0,1.0,3.0,8.0,1.0,8.0,0.9469,0.92465,-88.72707916789278,-161.68056945800782,-94.04490661621094,1.9581333041190734,0.24556876330577765,0.5526350328516026,0.92465
1.0,1.0,4.0,3.0,1.0,8.0,0.0374,0.01195,45.4445981205221,2.070114398002625,33.493215560913086,133.6854934692382,0.23702935078895007,0.9336668732277321,0.01195
1.0,1.0,4.0,4.0,1.0,8.0,0.47995,0.32075,13.611577155883197,-32.24315242767334,1.375626564025879,105.70269355773918,0.3454711138773508,0.8768448085084577,0.32075
1.0,1.0,4.0,6.0,1.0,8.0,0.7956,0.7295,-25.610397103899544,-78.185054397583,-34.12254524230957,62.2548316955566,0.28885844680670286,0.8020140421434417,0.7295
1.0,1.0,4.0,8.0,1.0,8.0,0.86805,0.82375,-45.486606622192845,-102.59152412414551,-52.69053268432617,39.75504875183099,0.24837321636254894,0.7400617378053216,0.82375
1.0,1.0,6.0,3.0,1.0,8.0,0.00035,5e-05,54.15338823604882,13.638997554779055,40.35000228881836,146.97260665893552,0.0467905695249181,0.9958320421774373,5e-05
1.0,1.0,6.0,4.0,1.0,8.0,0.01305,0.00215,49.209512475917585,7.391103672981263,36.489999771118164,138.35222320556636,0.15433957269035742,0.9707663024805037,0.00215
1.0,1.0,6.0,6.0,1.0,8.0,0.42885,0.2538,17.3297244694105,-24.8331955909729,4.392539978027344,108.5245132446289,0.2576864606576285,0.9311818063858374,0.2538
1.0,1.0,6.0,8.0,1.0,8.0,0.65395,0.5384,-2.3717262902662157,-47.232599067687985,-12.910142421722412,85.39288177490232,0.2288301281398577,0.9036655354936928,0.5384
1.0,1.0,8.0,3.0,1.0,8.0,0.0001,0.0,54.613681125083566,14.026547384262086,40.59001159667969,147.98199462890622,0.036068691485227455,0.9993331405539827,0.0
1.0,1.0,8.0,4.0,1.0,8.0,0.0006,0.0,53.823057036453974,13.18924984931946,40.139997482299805,146.6514938354492,0.05357804389430157,0.9951027965469372,0.0
1.0,1.0,8.0,6.0,1.0,8.0,0.08645,0.0108,38.05850715213341,-2.800926899909973,24.486931800842285,129.64382705688476,0.2192324288892222,0.9656576566642043,0.0108
1.0,1.0,8.0,8.0,1.0,8.0,0.4015,0.21655,19.082016312126758,-21.622170066833494,6.0030927658081055,109.37451972961416,0.20848325094237444,0.9536270098170139,0.21655
1.0,2.0,3.0,3.0,1.0,8.0,0.63715,0.5251,-1.1701951012729668,-53.56044311523438,-12.119175910949707,94.42237930297851,0.4251562667843107,0.7951637998073775,0.5251
1.0,2.0,3.0,4.0,1.0,8.0,0.8501,0.801,-40.28482628947645,-99.54217376708984,-48.3055305480957,51.154395866393955,0.37003311470952743,0.7175142994014568,0.801
1.0,2.0,3.0,6.0,1.0,8.0,0.9373,0.91405,-80.02195431219158,-148.54346313476563,-85.95965194702148,8.559359502792322,0.28758763147212296,0.5967610146512482,0.91405
1.0,2.0,3.0,8.0,1.0,8.0,0.96045,0.94205,-99.95505163101097,-175.01186981201172,-105.22580337524414,-5.742700481414868,0.2435597308925022,0.5283847014499168,0.94205
1.0,2.0,4.0,3.0,1.0,8.0,0.0912,0.0275,39.9689918340165,-4.790477085113525,28.476032257080078,130.14549942016595,0.30638331024629,0.9134639421950489,0.0275
1.0,2.0,4.0,4.0,1.0,8.0,0.58375,0.44975,5.25696354553958,-41.679639625549314,-6.423094272613525,97.97069396972655,0.35068258471275043,0.8641689650096531,0.44975
1.0,2.0,4.0,6.0,1.0,8.0,0.8343,0.77925,-34.141094063286644,-87.99134750366211,-42.38940238952637,52.97665920257566,0.2896251742098942,0.7846155175091342,0.77925
1.0,2.0,4.0,8.0,1.0,8.0,0.8927,0.8548,-54.023636112397035,-112.62793197631837,-61.14189910888672,31.160906410217283,0.24836060975783691,0.7205258731713655,0.8548
1.0,2.0,6.0,3.0,1.0,8.0,0.00185,5e-05,53.82131688675261,13.159997940063477,40.114498138427734,146.6514938354492,0.053640342576687865,0.9935703404219668,5e-05
1.0,2.0,6.0,4.0,1.0,8.0,0.03145,0.0052,46.02395900600026,2.8425577044487,33.68910026550293,135.82034454345703,0.20453848034461924,0.9601416593197855,0.0052
1.0,2.0,6.0,6.0,1.0,8.0,0.5132,0.35275,11.532156029518612,-31.13271322250366,-0.8889099657535553,102.25681266784667,0.2609753009443496,0.9246635147478641,0.35275
1.0,2.0,6.0,8.0,1.0,8.0,0.70485,0.60435,-8.218303648335015,-53.81205711364746,-18.510351181030273,79.30438117980957,0.23071298135951002,0.894740675678925,0.60435
1.0,2.0,8.0,3.0,1.0,8.0,0.0003,0.0,54.53550377906561,13.870005369186401,40.57000160217285,147.94100189208982,0.03749391141637775,0.9989640410715748,0.0
1.0,2.0,8.0,4.0,1.0,8.0,0.00235,5e-05,53.332046284047095,12.340005779266358,39.84999656677246,145.98049697875976,0.06354346194996245,0.9926032110159912,5e-05
1.0,2.0,8.0,6.0,1.0,8.0,0.15425,0.0268,33.84859291617266,-7.122530126571656,20.089261054992676,125.7404251098632,0.22761558519162617,0.9614638220156809,0.0268
1.0,2.0,8.0,8.0,1.0,8.0,0.47185,0.2991,14.590317782487691,-26.47564830780029,1.7998495697975159,104.65139312744141,0.21074669818268965,0.9495458672731865,0.2991
