response_time,ego_max_accel,ego_min_brake,lead_max_brake,temperature,pool_beta,rss_violation_rate,severe_rss_violation_rate,min_rss_margin_mean,min_rss_margin_p05,min_rss_margin_p50,min_rss_margin_p95,corr_min_rss_margin_min_ttc,corr_min_rss_margin_min_gap,recorded_highd_false_positive_rate
0.7,0.5,4.0,3.0,1.0,8.0,0.00775,0.00305,51.05094836728536,11.130005407333375,38.06499481201172,139.58923416137685,0.12308314060681651,0.9666613523006258,0.00305
0.7,0.5,4.0,4.0,1.0,8.0,0.2515,0.1033,27.601565017410948,-16.31433048248291,14.942498207092285,119.03877563476563,0.32918302147390693,0.9009955821815465,0.1033
0.7,0.5,4.0,6.0,1.0,8.0,0.7086,0.6144,-10.969511902219974,-61.433679771423336,-20.147058486938477,77.42023010253904,0.28650029771984165,0.8326519425373499,0.6144
0.7,0.5,4.0,8.0,1.0,8.0,0.8135,0.7534,-30.82782634003181,-85.67190284729004,-38.30609703063965,54.86710891723632,0.24773140245942724,0.7754758765865645,0.7534
0.7,0.5,6.0,3.0,1.0,8.0,0.0,0.0,54.539286287744346,14.149997520446778,40.55999946594238,147.72051544189452,0.0382584265086671,0.9984988714276869,0.0
0.7,0.5,6.0,4.0,1.0,8.0,0.00135,0.00015,52.95487935038656,12.93304533958435,39.500003814697266,144.477936553955,0.0762246071826507,0.9885013023350333,0.00015
0.7,0.5,6.0,6.0,1.0,8.0,0.2064,0.05735,30.00840004431126,-10.919764471054076,16.704264640808105,120.94083557128906,0.24648956165203678,0.9464033586958035,0.05735
0.7,0.5,6.0,8.0,1.0,8.0,0.5104,0.3547,10.555344316810876,-32.68090343475342,-0.7081933915615082,99.17688980102535,0.22356867378318804,0.9235407198266187,0.3547
0.7,0.5,8.0,3.0,1.0,8.0,0.0,0.0,54.71958486861587,14.200018978118896,40.635000228881836,148.1759979248046,0.033877743169369146,0.9998036835613264,0.0
0.7,0.5,8.0,4.0,1.0,8.0,0.0,0.0,54.47311252809614,14.089496088027955,40.505008697509766,147.68200836181637,0.03969469103249854,0.9985111283203382,0.0
0.7,0.5,8.0,6.0,1.0,8.0,0.00765,0.00095,48.1256275328181,7.333521986007691,35.11811065673828,138.5018013000488,0.16537002369689777,0.9795178126152697,0.00095
0.7,0.5,8.0,8.0,1.0,8.0,0.18375,0.04115,31.046876381623488,-8.932829093933105,17.388257026672363,121.75128364562981,0.19996768663299308,0.9649441559916411,0.04115
0.7,1.0,3.0,3.0,1.0,8.0,0.35235,0.1954,21.499466404446494,-27.076679229736328,9.718867301940918,114.50356864929194,0.4057080284061865,0.8389041639938061,0.1954
0.7,1.0,3.0,4.0,1.0,8.0,0.73865,0.6573,-16.537951715071685,-72.02226638793945,-25.297404289245605,74.87710342407212,0.3698150320789109,0.7660049014591619,0.6573
0.7,1.0,3.0,6.0,1.0,8.0,0.88855,0.85205,-56.19448987101465,-120.61624145507812,-62.48619079589844,31.531646919250473,0.2918388778248948,0.6520790560121349,0.85205
0.7,1.0,3.0,8.0,1.0,8.0,0.9289,0.9011,-76.11531839135932,-146.5290626525879,-81.53779602050781,12.0507586956024,0.24777084089847842,0.5824696757163512,0.9011
0.7,1.0,4.0,3.0,1.0,8.0,0.01075,0.00375,50.309008286396136,9.919503641128541,37.46999740600586,138.35192871093747,0.14005044185890902,0.9612052085659568,0.00375
0.7,1.0,4.0,4.0,1.0,8.0,0.29895,0.1361,24.934115492870387,-19.328990936279297,12.275261878967285,116.74262351989742,0.3333775021204589,0.8962051793561059,0.1361
0.7,1.0,4.0,6.0,1.0,8.0,0.7287,0.64155,-13.814710725619877,-64.68014602661133,-22.837063789367676,74.58509826660155,0.28704234983446414,0.8270317820403991,0.64155
0.7,1.0,4.0,8.0,1.0,8.0,0.8257,0.7715,-33.67704176358788,-88.94901733398437,-41.11528778076172,51.8700864791869,0.2479224959876482,0.7688692030483187,0.7715
0.7,1.0,6.0,3.0,1.0,8.0,0.0,0.0,54.50129282304049,14.130000114440918,40.53000068664551,147.6110008239746,0.03912133912904604,0.9982389018294175,0.0
0.7,1.0,6.0,4.0,1.0,8.0,0.0024,0.00045,52.61688371569156,12.51000099182129,39.21431350708008,143.66969604492186,0.08390485765614797,0.9865967534985022,0.00045
0.7,1.0,6.0,6.0,1.0,8.0,0.24095,0.08055,28.13314650221233,-13.003213310241698,14.818508625030518,119.09796180725097,0.24860919310163276,0.9441753451142703,0.08055
0.7,1.0,6.0,8.0,1.0,8.0,0.53575,0.38685,8.621105089202622,-34.87104377746582,-2.506575584411621,97.06932907104492,0.22437864724116205,0.9208765765570252,0.38685
0.7,1.0,8.0,3.0,1.0,8.0,0.0,0.0,54.711274946236614,14.199997568130494,40.6299991607666,148.1759979248046,0.03405443004840606,0.9997697630364423,0.0
0.7,1.0,8.0,4.0,1.0,8.0,5e-05,0.0,54.423921341830024,14.010009002685546,40.489990234375,147.63250503540036,0.04076669198470073,0.9982638438814136,0.0
0.7,1.0,8.0,6.0,1.0,8.0,0.011,0.0014,47.06297650381821,6.185351133346558,34.088035583496094,137.2941871643066,0.17642500185003876,0.9776253989479746,0.0014
0.7,1.0,8.0,8.0,1.0,8.0,0.21045,0.0536,29.588112334418202,-10.457948541641235,15.967918872833252,120.36173782348631,0.20117001220752984,0.9636893921114844,0.0536
0.7,2.0,3.0,3.0,1.0,8.0,0.4614,0.30935,14.371655630431341,-35.641371345520014,2.7311201095581055,108.49953002929688,0.4145597134496879,0.8243415791006276,0.30935
0.7,2.0,3.0,4.0,1.0,8.0,0.78055,0.71385,-24.146802690653363,-80.84802360534668,-32.76173782348633,67.50943183898922,0.3702647160608514,0.7508118449896419,0.71385
0.7,2.0,3.0,6.0,1.0,8.0,0.90785,0.87375,-63.8387629366579,-129.5816551208496,-70.03715515136719,24.028100776672353,0.290642093937394,0.6343775222157054,0.87375
0.7,2.0,3.0,8.0,1.0,8.0,0.94005,0.91735,-83.76356531555402,-155.68285903930663,-89.0794448852539,5.573025274276704,0.24651690038653154,0.5649746710869101,0.91735
0.7,2.0,4.0,3.0,1.0,8.0,0.01985,0.00655,48.317050519153895,6.376439547538757,35.86199378967285,136.1228393554687,0.18300317023995147,0.948490403974634,0.00655
0.7,2.0,4.0,4.0,1.0,8.0,0.39205,0.22265,19.42584168325372,-25.504311370849607,6.785057067871094,111.52429046630854,0.34004366871503156,0.8868781660815298,0.22265
0.7,2.0,4.0,6.0,1.0,8.0,0.76565,0.6892,-19.59804490856168,-71.34665222167969,-28.402209281921387,68.65138969421385,0.2879927765369472,0.8155268490006314,0.6892
0.7,2.0,4.0,8.0,1.0,8.0,0.84945,0.7994,-39.46784277739704,-95.57333450317383,-46.79324531555176,45.776284217834466,0.2482055882205371,0.7555153430386519,0.7994
0.7,2.0,6.0,3.0,1.0,8.0,0.00015,0.0,54.4032002162233,13.960012054443359,40.48000717163086,147.5619979858398,0.04128762533739917,0.9975830359313205,0.0
0.7,2.0,6.0,4.0,1.0,8.0,0.0039,0.00095,51.71875230635553,11.193460988998414,38.49500274658203,141.93621139526365,0.10378036958381844,0.9819273398653963,0.00095
0.7,2.0,6.0,6.0,1.0,8.0,0.3118,0.13285,24.29140019903263,-17.196264266967773,11.012732028961182,115.5659969329834,0.25221177080645185,0.9397926792596305,0.13285
0.7,2.0,6.0,8.0,1.0,8.0,0.58405,0.4461,4.689963303305593,-39.20306243896484,-6.247680187225342,92.96357421874998,0.2259391808710212,0.915372023073705,0.4461
0.7,2.0,8.0,3.0,1.0,8.0,5e-05,0.0,54.68914818732813,14.179618215560913,40.614999771118164,148.1759979248046,0.03450768640817409,0.9996830984368446,0.0
0.7,2.0,8.0,4.0,1.0,8.0,0.00015,0.0,54.301505841157955,13.800005912780762,40.42999267578125,147.52200393676756,0.043359292372263124,0.9976414041226122,0.0
0.7,2.0,8.0,6.0,1.0,8.0,0.02135,0.002,44.70544548145006,3.726550114154816,31.540139198303223,135.39111022949217,0.19364375573148354,0.9739923912012133,0.002
0.7,2.0,8.0,8.0,1.0,8.0,0.26665,0.0907,26.61543010670655,-13.67105827331543,13.07570505142212,117.26377677917475,0.20336525987310705,0.9611434493221445,0.0907
1.0,0.5,3.0,3.0,1.0,8.0,0.45285,0.30105,14.867997875436803,-35.11637363433837,3.2561200857162476,108.76784667968745,0.4142764926275907,0.8246990948565667,0.30105
1.0,0.5,3.0,4.0,1.0,8.0,0.778,0.7098,-23.62328708511584,-80.32302207946778,-32.236738204956055,68.03443336486812,0.37026138426583105,0.7508432195231156,0.7098
1.0,0.5,3.0,6.0,1.0,8.0,0.9063,0.8719,-63.3137629320994,-129.05664596557617,-69.51215744018555,24.553100490570056,0.2906420933956853,0.6343775223592647,0.8719
1.0,0.5,3.0,8.0,1.0,8.0,0.93835,0.91515,-83.23856534463279,-155.15786437988282,-88.55444717407227,6.098024892806977,0.24651690006464025,0.5649746701334604,0.91515
1.0,0.5,4.0,3.0,1.0,8.0,0.0237,0.00785,47.5370802621549,5.233272910118103,35.320003509521484,135.32350692749017,0.1991177266958912,0.9439117942028022,0.00785
