enabled,event_type,failure_event,probability_target,subset_probability_domain,global_mapping_formula,exposure_denominator,total_all_vehicle_km,tail_conditional_failure_probability,tail_peak_rate_per_all_vehicle_km,ads_safety_critical_intensity_per_all_vehicle_km,ads_safety_critical_return_period_all_vehicle_km,highd_safety_critical_intensity_per_all_vehicle_km,highd_safety_critical_return_period_all_vehicle_km,ads_to_highd_intensity_ratio_per_all_vehicle_km,ads_return_period_over_highd_return_period_all_vehicle_km,strict_global_exposure_interpretation,exposure_summary_path
True,following,Y_long_sim > x_c (4.77732),"P_context,z(Y_long_sim > x_c | o sampled from highD tail scenario-condition distribution)",highD tail scenario-condition distribution,ads_safety_critical_intensity_per_all_vehicle_km = P_ads_failure_given_tail_test_space * highD_tail_peak_rate_per_all_vehicle_km,all_vehicle_km,44475.65322,0.17946666666666666,0.1696658610650081,0.030449366532466784,32.84140571311213,0.0033333333333333357,299.9999999999998,9.134809959740029,0.10947135237704052,True,/home/hp/TREAD/results/highd_following_tail/exposure/highd_exposure_summary.json
