level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,1000.0,0.6402240761014482,5.528692513457971,5.526237400694231,3.865051159238364,8.252527535524948,20.806337971179236,27.631021115928547,5.926257000559183,0.177,0.696,1000.0,1.0,0.001,1000.0,1.0,0.001
1.0,1000.0,5.926795635850336,13.993651843614536,7.9129916736337735,9.373238573971232,26.3528104313344,27.631021115928547,27.631021115928547,22.04676409927621,0.895,nan,530.0,5.0,0.005,896.0,4.0,0.004
