enabled,event_type,failure_event,probability_target,subset_probability_domain,global_mapping_formula,exposure_denominator,total_all_vehicle_km,tail_conditional_failure_probability,tail_peak_rate_per_all_vehicle_km,ads_safety_critical_intensity_per_all_vehicle_km,ads_safety_critical_return_period_all_vehicle_km,highd_safety_critical_intensity_per_all_vehicle_km,highd_safety_critical_return_period_all_vehicle_km,ads_to_highd_intensity_ratio_per_all_vehicle_km,ads_return_period_over_highd_return_period_all_vehicle_km,strict_global_exposure_interpretation,exposure_summary_path
True,following,Y_long_sim > x_c (4.77732),"P_context,z(Y_long_sim > x_c | o sampled from highD tail scenario-condition distribution)",highD tail scenario-condition distribution,ads_safety_critical_intensity_per_all_vehicle_km = P_ads_failure_given_tail_test_space * highD_tail_peak_rate_per_all_vehicle_km,all_vehicle_km,44475.65322,0.0024906666666666675,0.1696658610650081,0.0004225811046259136,2366.409640784203,0.0033333333333333357,299.9999999999998,0.126774331387774,7.888032135947349,True,/home/hp/TREAD/results/highd_following_tail/exposure/highd_exposure_summary.json
