level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,1000.0,-0.0,0.44576047250285705,1.0713640070379928,-0.0,1.6049166929465808,2.654258902347897,13.978634680986952,1.6049166929465808,0.006,0.674,1000.0,1.0,0.001,1000.0,1.0,0.001
1.0,1000.0,1.6109751917529869,3.317233988182832,1.9269087581151596,2.938263072790662,5.115239055799513,6.181527440530246,16.77576207093453,5.115239055799513,0.074,nan,233.0,10.0,0.01,774.0,4.0,0.004
