enabled,event_type,failure_event,probability_target,subset_probability_domain,global_mapping_formula,exposure_denominator,total_all_vehicle_km,tail_conditional_failure_probability,tail_peak_rate_per_all_vehicle_km,ads_safety_critical_intensity_per_all_vehicle_km,ads_safety_critical_return_period_all_vehicle_km,highd_safety_critical_intensity_per_all_vehicle_km,highd_safety_critical_return_period_all_vehicle_km,ads_to_highd_intensity_ratio_per_all_vehicle_km,ads_return_period_over_highd_return_period_all_vehicle_km,strict_global_exposure_interpretation,exposure_summary_path
True,cut_in,Y_cutin_sim > x_c (4.68589),"P_context,z(Y_cutin_sim > x_c | o sampled from highD tail scenario-condition distribution)",highD tail scenario-condition distribution,ads_safety_critical_intensity_per_all_vehicle_km = P_ads_failure_given_tail_test_space * highD_tail_peak_rate_per_all_vehicle_km,all_vehicle_km,44475.65322,0.0297,0.008971200445923434,0.000266444653243926,3753.1246651983492,0.00033333333333333305,3000.0000000000027,0.7993339597317786,1.2510415550661154,True,/home/hp/TREAD/results/highd_cutin_tail/exposure/highd_cutin_exposure_summary.json
