event_type,risk_variable,pot_threshold_u,shape_xi,scale_beta,exceedance_rate,collision_critical_level_xc,evt_failure_threshold,score_space,human_safety_critical_intensity_per_mile,human_safety_critical_return_period_miles,human_safety_critical_intensity_per_hour,human_safety_critical_return_period_hours
following,Y_long,1.687343641294891,0.17245406678854452,0.5497100004585925,0.10291450158886024,5.0,6.405841513141467,evt,0.008299226168158359,120.49316161989898,0.5392520367393501,1.8544204414073535
