event_type,split,num_samples,num_available_split_samples,sample_selection,sampler,action_representation,val_loss,val_noise_mse,val_x0_l1,val_smooth,ax_wasserstein,jerk_wasserstein,ax_ks,jerk_ks,lead_speed_wasserstein,lead_speed_ks,lead_final_speed_wasserstein,lead_final_speed_ks,lead_displacement_wasserstein,lead_displacement_ks,gap_wasserstein,gap_ks,ttc_wasserstein,ttc_ks,thw_wasserstein,thw_ks,relative_speed_wasserstein,relative_speed_ks,closing_speed_wasserstein,closing_speed_ks,min_gap_wasserstein,min_gap_ks,final_gap_wasserstein,final_gap_ks,min_ttc_wasserstein,min_ttc_ks,action_clip_rate,speed_negative_rate,jerk_violation_rate,ax_violation_rate,trajectory_discontinuity_rate
following,test,1000,61474,random_without_replacement,ddim,jerk,0.269069017319257,0.22089947525609518,0.410378772546634,0.71316645210534,0.005473576883223374,0.055005991237729784,0.023031999999999997,0.10024800000000006,0.01755840493774414,0.0048080000000000345,0.044322193145751955,0.01100000000000001,0.18394406890869142,0.013000000000000012,0.04751473942565918,0.0024080000000000212,1.1237080721473693,0.004624000000000017,0.0014965696874856948,0.0022560000000000358,0.01436979608154297,0.006159999999999999,0.005833706619262695,0.0038320000000000576,0.12013019180297851,0.007000000000000006,0.19674760150909423,0.008999999999999994,7.459456984519958,0.016000000000000014,0.0,0.0,2.4e-05,0.0,0.0
