event_type,risk_label,exposure_denominator,total_all_vehicle_km,tail_peak_rate_per_all_vehicle_km,ads_exceedance_probability_conditional,ads_safety_critical_intensity_per_all_vehicle_km,highd_safety_critical_intensity_per_all_vehicle_km,ads_to_highd_intensity_ratio_per_all_vehicle_km,ads_safety_critical_return_period_all_vehicle_km,highd_safety_critical_return_period_all_vehicle_km,ads_return_period_over_highd_return_period_all_vehicle_km
following,Y_long_sim,all_vehicle_km,44475.65322,0.1696658610650081,0.00139,0.00023583554688036125,0.00272330491142722,0.08659902381506204,4240.242886316444,367.2008946937651,11.547474277949904
