num_samples,probability,probability_standard_error,probability_ci95_lower,probability_ci95_upper,failure_count,failure_fraction,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_p99,score_max,collision_rate,near_collision_rate,semantic_cutin_rate,front_cutin_rate,physical_feasible_rate
5000.0,0.0042,0.0009145884320283086,0.002407406673224515,0.005992593326775484,21.0,0.0042,-0.0,0.4778258661879697,1.1234264136556738,-0.0,1.7405645176892923,2.8974225281244235,4.865804139265589,14.847339606262786,0.0028,0.1442,0.266,0.9968,1.0
