num_samples,probability,probability_standard_error,probability_ci95_lower,probability_ci95_upper,failure_count,failure_fraction,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_p99,score_max,collision_rate,near_collision_rate,semantic_cutin_rate,front_cutin_rate,physical_feasible_rate
20000.0,0.00695,0.0005874392521784699,0.005798619065730199,0.0081013809342698,139.0,0.00695,-0.0,0.48606333826950315,1.130677000563138,-0.0,1.7721376778892506,2.931343663466335,5.012089821337368,27.631021115928547,0.00315,0.1442,0.2655,0.99775,1.0
