min_ttc_s,min_gap_m,collision,near_collision,ttc_below_threshold,scenario_index,dt_s,ego_max_abs_lateral_m
0.0,-3.710010528564453,1.0,1.0,1.0,36.0,0.08723346889019012,0.0
0.0,-2.6728172302246094,1.0,1.0,1.0,37.0,0.10026536881923676,0.0
0.0,-1.9536724090576172,1.0,1.0,1.0,38.0,0.07154682278633118,0.0
0.0,-1.5935516357421875,1.0,1.0,1.0,39.0,0.09789035469293594,0.0
0.0,-2.8617477416992188,1.0,1.0,1.0,40.0,0.09914490580558777,0.0
0.0,-2.018909454345703,1.0,1.0,1.0,41.0,0.09824555367231369,0.0
0.01390903815627098,-2.725250244140625,0.0,1.0,1.0,42.0,0.0803556889295578,0.0
0.0,-1.7210922241210938,1.0,1.0,1.0,43.0,0.09073849022388458,0.0
0.0,-2.145263671875,1.0,1.0,1.0,44.0,0.10295180976390839,0.0
0.02285139076411724,-1.6694221496582031,0.0,1.0,1.0,45.0,0.10526315867900848,0.0
0.042702458798885345,-1.7263526916503906,0.0,1.0,1.0,46.0,0.1026882454752922,0.0
0.0,-1.99566650390625,1.0,1.0,1.0,47.0,0.09738647937774658,0.0
0.0,-2.8000221252441406,1.0,1.0,1.0,48.0,0.08933451026678085,0.0
0.0,-3.1532630920410156,1.0,1.0,1.0,49.0,0.09817647933959961,0.0
0.0,-1.6344642639160156,1.0,1.0,1.0,50.0,0.07456519454717636,0.0
0.0,-1.5471878051757812,1.0,1.0,1.0,51.0,0.10256052017211914,0.0
0.06969378888607025,-0.6989898681640625,0.0,1.0,1.0,52.0,0.0882132425904274,0.0
0.0,-0.4543037414550781,1.0,1.0,1.0,53.0,0.10089404881000519,0.0
0.0,-1.3786048889160156,1.0,1.0,1.0,54.0,0.08451058715581894,0.0
0.08656474947929382,-0.9293594360351562,0.0,1.0,1.0,55.0,0.09472937881946564,0.0
0.0,-2.7496566772460938,1.0,1.0,1.0,56.0,0.09942422062158585,0.0
0.08787688612937927,-2.5431137084960938,0.0,1.0,1.0,57.0,0.09703975915908813,0.0
0.0,-3.3492660522460938,1.0,1.0,1.0,58.0,0.09938334673643112,0.0
0.0,-1.8779945373535156,1.0,1.0,1.0,59.0,0.09357188642024994,0.0
0.0,-2.24359130859375,1.0,1.0,1.0,60.0,0.10526315867900848,0.0
0.0,-1.9619979858398438,1.0,1.0,1.0,61.0,0.10047317296266556,0.0
0.0,-2.7535762786865234,1.0,1.0,1.0,62.0,0.07738032191991806,0.0
0.0025338518898934126,-0.6771163940429688,0.0,1.0,1.0,63.0,0.09428542852401733,0.0
0.0,-2.8930397033691406,1.0,1.0,1.0,64.0,0.0747978687286377,0.0
0.0,-0.41538238525390625,1.0,1.0,1.0,65.0,0.09816578775644302,0.0
0.0,-1.9883575439453125,1.0,1.0,1.0,66.0,0.10526315867900848,0.0
0.023931125178933144,-2.0897598266601562,0.0,1.0,1.0,67.0,0.08904937654733658,0.0
0.0,-1.8000202178955078,1.0,1.0,1.0,68.0,0.08225926756858826,0.0
0.0,-2.0610618591308594,1.0,1.0,1.0,69.0,0.09946051985025406,0.0
0.041049785912036896,-0.6514053344726562,0.0,1.0,1.0,70.0,0.10075049102306366,0.0
0.0,-2.3436050415039062,1.0,1.0,1.0,71.0,0.1019691452383995,0.0
0.0,-3.59478759765625,1.0,1.0,1.0,72.0,0.09466252475976944,0.0
0.006630010437220335,-2.2679481506347656,0.0,1.0,1.0,73.0,0.09991215914487839,0.0
0.0,-2.104217529296875,1.0,1.0,1.0,74.0,0.07940846681594849,0.0
0.0,-3.1502342224121094,1.0,1.0,1.0,75.0,0.10341321676969528,0.0
0.0,-0.9868583679199219,1.0,1.0,1.0,76.0,0.0977240726351738,0.0
0.0,-2.1425933837890625,1.0,1.0,1.0,77.0,0.0869295597076416,0.0
0.0,-3.237873077392578,1.0,1.0,1.0,78.0,0.09552036970853806,0.0
0.0,-2.1856765747070312,1.0,1.0,1.0,79.0,0.07661322504281998,0.0
0.0,-2.548870086669922,1.0,1.0,1.0,80.0,0.10181941837072372,0.0
0.0,-2.8816986083984375,1.0,1.0,1.0,81.0,0.09914133697748184,0.0
0.0,-1.0271682739257812,1.0,1.0,1.0,82.0,0.09554150700569153,0.0
0.0,-1.5744514465332031,1.0,1.0,1.0,83.0,0.09483429044485092,0.0
0.0,-1.9193572998046875,1.0,1.0,1.0,84.0,0.08505835384130478,0.0
0.0,-1.8126373291015625,1.0,1.0,1.0,85.0,0.09839794784784317,0.0
0.06457754969596863,-1.9273338317871094,0.0,1.0,1.0,86.0,0.10108432918787003,0.0
0.0,-1.1243209838867188,1.0,1.0,1.0,87.0,0.0973450168967247,0.0
0.07050304859876633,-0.2033100128173828,0.0,1.0,1.0,88.0,0.07318411022424698,0.0
0.0,-2.351043701171875,1.0,1.0,1.0,89.0,0.0955740436911583,0.0
0.0,-1.8602638244628906,1.0,1.0,1.0,90.0,0.08006943762302399,0.0
0.0,-3.5080490112304688,1.0,1.0,1.0,91.0,0.09325981140136719,0.0
0.0,-1.4368209838867188,1.0,1.0,1.0,92.0,0.10269942134618759,0.0
0.0,-2.639068603515625,1.0,1.0,1.0,93.0,0.10087306797504425,0.0
0.0,-2.250560760498047,1.0,1.0,1.0,94.0,0.09822449833154678,0.0
0.0,-2.6414756774902344,1.0,1.0,1.0,95.0,0.09550728648900986,0.0
0.0,-1.5396232604980469,1.0,1.0,1.0,96.0,0.10526315867900848,0.0
0.0,-1.4699745178222656,1.0,1.0,1.0,97.0,0.09925942122936249,0.0
0.08490275591611862,-1.11480712890625,0.0,1.0,1.0,98.0,0.09275998920202255,0.0
0.0,-1.7323112487792969,1.0,1.0,1.0,99.0,0.08342847228050232,0.0
0.03199364244937897,-1.5716209411621094,0.0,1.0,1.0,100.0,0.09931652992963791,0.0
0.0,-1.1950721740722656,1.0,1.0,1.0,101.0,0.08026372641324997,0.0
0.0,-2.3240585327148438,1.0,1.0,1.0,102.0,0.1036200150847435,0.0
0.0,-4.310321807861328,1.0,1.0,1.0,103.0,0.09808918833732605,0.0
0.0,-2.5750083923339844,1.0,1.0,1.0,104.0,0.10417855530977249,0.0
0.0,-3.393115997314453,1.0,1.0,1.0,105.0,0.10184355825185776,0.0
0.0,-0.9940948486328125,1.0,1.0,1.0,106.0,0.07877466827630997,0.0
0.0,-2.9632720947265625,1.0,1.0,1.0,107.0,0.09622758626937866,0.0
0.0,-1.5637321472167969,1.0,1.0,1.0,108.0,0.09698158502578735,0.0
0.09087283164262772,-0.4901123046875,0.0,1.0,1.0,109.0,0.09638205170631409,0.0
0.0,-1.2904853820800781,1.0,1.0,1.0,110.0,0.10526315867900848,0.0
0.0,-2.529041290283203,1.0,1.0,1.0,111.0,0.09411337971687317,0.0
0.0,-2.6782188415527344,1.0,1.0,1.0,112.0,0.10169126093387604,0.0
0.0,-1.9620246887207031,1.0,1.0,1.0,113.0,0.07723459601402283,0.0
0.0,-1.2127799987792969,1.0,1.0,1.0,114.0,0.10328566282987595,0.0
0.0,-1.9844512939453125,1.0,1.0,1.0,115.0,0.09270934015512466,0.0
0.0,-1.6576004028320312,1.0,1.0,1.0,116.0,0.09938564896583557,0.0
0.0,-3.2931747436523438,1.0,1.0,1.0,117.0,0.09959118813276291,0.0
0.0,-0.9833564758300781,1.0,1.0,1.0,118.0,0.10382632166147232,0.0
0.0,-1.7699165344238281,1.0,1.0,1.0,119.0,0.0700935572385788,0.0
0.0,-2.0933151245117188,1.0,1.0,1.0,120.0,0.09542874991893768,0.0
0.0,-3.4508323669433594,1.0,1.0,1.0,121.0,0.08981930464506149,0.0
0.0746673047542572,-1.0719490051269531,0.0,1.0,1.0,122.0,0.10526315867900848,0.0
0.0,-2.3649139404296875,1.0,1.0,1.0,123.0,0.08841802179813385,0.0
0.06937285512685776,-1.7890739440917969,0.0,1.0,1.0,124.0,0.09390527009963989,0.0
0.0,-1.4184036254882812,1.0,1.0,1.0,125.0,0.10076862573623657,0.0
0.0,-1.0932731628417969,1.0,1.0,1.0,126.0,0.09507323801517487,0.0
0.0,-1.906829833984375,1.0,1.0,1.0,127.0,0.09925604611635208,0.0
0.0,-2.095722198486328,1.0,1.0,1.0,128.0,0.09855129569768906,0.0
0.0,-1.9086990356445312,1.0,1.0,1.0,129.0,0.0965317040681839,0.0
0.0,-2.064004898071289,1.0,1.0,1.0,130.0,0.07237523049116135,0.0
0.0,-1.6507949829101562,1.0,1.0,1.0,131.0,0.10075370222330093,0.0
0.0,-0.19944381713867188,1.0,1.0,1.0,132.0,0.08468872308731079,0.0
0.05526680871844292,-1.1270790100097656,0.0,1.0,1.0,133.0,0.09642266482114792,0.0
0.0,-0.32659912109375,1.0,1.0,1.0,134.0,0.0961291491985321,0.0
0.0,-2.1070823669433594,1.0,1.0,1.0,135.0,0.09654998034238815,0.0
0.04135945811867714,-1.9096336364746094,0.0,1.0,1.0,136.0,0.10526315867900848,0.0
0.0,-1.6365585327148438,1.0,1.0,1.0,137.0,0.08102529495954514,0.0
0.07455707341432571,-1.8099479675292969,0.0,1.0,1.0,138.0,0.10467894375324249,0.0
0.0,-3.5998306274414062,1.0,1.0,1.0,139.0,0.10107018798589706,0.0
0.0,-2.082714080810547,1.0,1.0,1.0,140.0,0.10044095665216446,0.0
0.0,-1.6829414367675781,1.0,1.0,1.0,141.0,0.10289865732192993,0.0
0.0,-2.6101226806640625,1.0,1.0,1.0,142.0,0.09909660369157791,0.0
0.0,-2.7008132934570312,1.0,1.0,1.0,143.0,0.10526315867900848,0.0
0.0,-1.2194366455078125,1.0,1.0,1.0,144.0,0.08998202532529831,0.0
0.025385582819581032,-1.0985755920410156,0.0,1.0,1.0,145.0,0.10526315867900848,0.0
0.0,-0.2561073303222656,1.0,1.0,1.0,146.0,0.09653391689062119,0.0
0.06389477103948593,-0.856170654296875,0.0,1.0,1.0,147.0,0.09616372734308243,0.0
0.07407769560813904,-0.9241752624511719,0.0,1.0,1.0,148.0,0.0950201228260994,0.0
0.009700456634163857,-1.3826713562011719,0.0,1.0,1.0,149.0,0.10325765609741211,0.0
0.0,-0.4498405456542969,1.0,1.0,1.0,150.0,0.10526315867900848,0.0
0.027263684198260307,-1.4595565795898438,0.0,1.0,1.0,151.0,0.07549773901700974,0.0
0.06698094308376312,-0.2606391906738281,0.0,1.0,1.0,152.0,0.10526315867900848,0.0
0.0,-1.26861572265625,1.0,1.0,1.0,153.0,0.09620103240013123,0.0
0.0,-3.1697769165039062,1.0,1.0,1.0,154.0,0.09807287901639938,0.0
0.0,-1.9018173217773438,1.0,1.0,1.0,155.0,0.10140690952539444,0.0
0.0,-1.8509407043457031,1.0,1.0,1.0,156.0,0.09706610441207886,0.0
0.0,-2.9587249755859375,1.0,1.0,1.0,157.0,0.10526315867900848,0.0
0.0,-1.627471923828125,1.0,1.0,1.0,158.0,0.09403883665800095,0.0
0.0,-1.3104782104492188,1.0,1.0,1.0,159.0,0.09746400266885757,0.0
0.007783646695315838,-2.697589874267578,0.0,1.0,1.0,160.0,0.10007179528474808,0.0
0.0,-0.8737068176269531,1.0,1.0,1.0,161.0,0.09145388752222061,0.0
0.0,-2.3804168701171875,1.0,1.0,1.0,162.0,0.10526315867900848,0.0
0.0,-3.9751968383789062,1.0,1.0,1.0,163.0,0.10139678418636322,0.0
0.0,-1.5399818420410156,1.0,1.0,1.0,164.0,0.08890528231859207,0.0
0.0,-2.734516143798828,1.0,1.0,1.0,165.0,0.09862728416919708,0.0
0.06888262927532196,-1.5705337524414062,0.0,1.0,1.0,166.0,0.09223931282758713,0.0
0.036381106823682785,-4.258449554443359,0.0,1.0,1.0,167.0,0.10457351058721542,0.0
0.0,-1.9996261596679688,1.0,1.0,1.0,168.0,0.07182828336954117,0.0
0.0,-2.0889854431152344,1.0,1.0,1.0,169.0,0.09496938437223434,0.0
0.0,-1.2003097534179688,1.0,1.0,1.0,170.0,0.0969327911734581,0.0
0.0,-1.3756866455078125,1.0,1.0,1.0,171.0,0.09042246639728546,0.0
0.0,-0.287567138671875,1.0,1.0,1.0,172.0,0.08934687823057175,0.0
0.0,-1.2501964569091797,1.0,1.0,1.0,173.0,0.07763557881116867,0.0
0.0,-2.6288490295410156,1.0,1.0,1.0,174.0,0.09963967651128769,0.0
0.0,-1.7964630126953125,1.0,1.0,1.0,175.0,0.09227766841650009,0.0
0.0,-2.5199718475341797,1.0,1.0,1.0,176.0,0.06677339971065521,0.0
0.0911853089928627,-1.4505615234375,0.0,1.0,1.0,177.0,0.10170778632164001,0.0
0.0,-2.9580764770507812,1.0,1.0,1.0,178.0,0.0998305082321167,0.0
0.048861484974622726,-0.6477241516113281,0.0,1.0,1.0,179.0,0.10255149006843567,0.0
0.0,-1.037130355834961,1.0,1.0,1.0,180.0,0.08465130627155304,0.0
0.0,-1.7571792602539062,1.0,1.0,1.0,181.0,0.09184985607862473,0.0
0.09414718300104141,-1.569183349609375,0.0,1.0,1.0,182.0,0.10526315867900848,0.0
0.0,-2.1954269409179688,1.0,1.0,1.0,183.0,0.09948299080133438,0.0
0.0,-4.529056549072266,1.0,1.0,1.0,184.0,0.10138574242591858,0.0
0.0,-3.3680572509765625,1.0,1.0,1.0,185.0,0.09462536126375198,0.0
0.0,-3.1612472534179688,1.0,1.0,1.0,186.0,0.1002512127161026,0.0
0.04214354231953621,-1.5408172607421875,0.0,1.0,1.0,187.0,0.09678918868303299,0.0
0.0,-2.2256202697753906,1.0,1.0,1.0,188.0,0.09315111488103867,0.0
0.0,-1.2413597106933594,1.0,1.0,1.0,189.0,0.0989905372262001,0.0
0.0,-1.0763282775878906,1.0,1.0,1.0,190.0,0.07452040165662766,0.0
0.0,-2.2827911376953125,1.0,1.0,1.0,191.0,0.09838201850652695,0.0
0.0,-1.4533729553222656,1.0,1.0,1.0,192.0,0.0805506482720375,0.0
0.0,-0.9583587646484375,1.0,1.0,1.0,193.0,0.10194297879934311,0.0
0.022049013525247574,-0.13341903686523438,0.0,1.0,1.0,194.0,0.10036233067512512,0.0
0.0,-2.8942031860351562,1.0,1.0,1.0,195.0,0.10526315867900848,0.0
0.10162930190563202,-1.7939491271972656,0.0,1.0,1.0,196.0,0.1017368957400322,0.0
0.07501943409442902,-0.8089752197265625,0.0,1.0,1.0,197.0,0.0984233170747757,0.0
0.0,-3.2793121337890625,1.0,1.0,1.0,198.0,0.10468032211065292,0.0
0.0,-1.3052406311035156,1.0,1.0,1.0,199.0,0.09772321581840515,0.0
