event_type,default_ss_probability_mean,default_ss_ci95_across_seed_lower,default_ss_ci95_across_seed_upper,default_ss_reliability_all_five_pass,mc_probability,mc_wilson_ci95_lower,mc_wilson_ci95_upper,default_ss_and_mc_ci95_overlap,robust_by_predeclared_rule,interpretation
following,0.002493333333333334,0.0018343487683292136,0.0031523178983374543,true,0.00241,0.002204456096409941,0.0026346582514010512,true,true,Robust only when all five default repeats pass reliability and the cross-seed SS 95% interval overlaps the MC Wilson 95% interval; MCMC dependence is assessed by independent seeds.
cutin,0.005880000000000001,0.0043456529327649505,0.007414347067235051,true,0.00695,0.005889547147273566,0.008199819607651206,true,true,Robust only when all five default repeats pass reliability and the cross-seed SS 95% interval overlaps the MC Wilson 95% interval; MCMC dependence is assessed by independent seeds.
