level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,3000.0,0.37424844442931016,3.223947277172156,0.9463378553381545,3.219868150759833,4.3899284686965165,4.786252191875227,6.813665353383127,3.913483203015093,0.0033333333333333335,0.702,3000.0,1.0,0.0003333333333333333,3000.0,1.0,0.0003333333333333333
1.0,3000.0,3.9139307131767533,4.543107559868979,0.564391926382009,4.375018477090125,5.323933915493526,5.767358014386026,6.813665353383127,4.91007576560343,0.019666666666666666,0.5586666666666666,1574.0,5.0,0.0016666666666666668,2706.0,4.0,0.0013333333333333333
2.0,3000.0,4.910445166295071,5.460677314528128,0.45036432202143795,5.321883930074093,6.1777833130446,6.399587886793622,7.160869116411871,5.826170583937133,0.08466666666666667,0.5176666666666667,596.0,25.0,0.008333333333333333,2222.0,7.0,0.0023333333333333335
3.0,3000.0,5.8304091907203635,6.203634114221772,0.2548242709352593,6.177679609069669,6.609399737151171,6.675729792387502,7.199485948686566,6.416045735119171,0.4186666666666667,nan,151.0,107.0,0.035666666666666666,1992.0,9.0,0.003
