level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,1000.0,-0.0,0.5098413419915854,1.13212020830315,-0.0,1.8541925689789143,3.1588215635769,9.527932229009606,1.8541925689789143,0.003,0.664,1000.0,1.0,0.001,1000.0,1.0,0.001
1.0,1000.0,1.8600942294704572,3.454226371476052,1.5647524671870012,3.118126705767582,5.00492206640261,5.416451430370585,14.334625091742003,5.00492206640261,0.041,nan,218.0,10.0,0.01,764.0,5.0,0.005
