event_type,reliability_status,assessed_level,acceptance_rate,unique_contexts,unique_states,largest_context_share,largest_state_share,min_unique_contexts_required,min_unique_states_required,max_largest_context_share_allowed,max_largest_state_share_allowed,closed_loop_evaluations,stored_level_samples,physical_feasibility_proxy,action_clip_rate,speed_negative_rate,trajectory_discontinuity_rate,lateral_accel_violation_rate,lateral_jerk_violation_rate,lateral_displacement_violation_rate
cut_in,pass,1,0.667,222.0,767.0,0.01,0.005,80.0,500.0,0.2,0.1,3267,2000,diffusion naturalness physical_feasibility,0.0,0.0,0.0,0.0,0.0,0.00816326530612245
