event_type,num_scored_cutin_candidates,num_scored_cutin_events,num_semantic_cutin_events,num_independent_tail_peaks,primary_exposure_label,exposure_denominator,primary_exposure_miles,primary_exposure_hours,all_vehicle_miles,all_vehicle_hours,tail_peak_rate_per_mile,tail_peak_rate_per_hour,collision_critical_level,evt_failure_threshold,y_cutin_mean,y_cutin_std,y_cutin_p50,y_cutin_p90,y_cutin_p95,y_cutin_p99,y_cutin_max,empirical_exceedance_rate_at_xc,min_gap_p05,min_ttc_p05,near_collision_rate,collision_rate
cut_in,4310,3906,3906,399,cut-in all-vehicle,all_vehicle_miles,27635.889666845622,440.1687999999998,27635.889666845622,440.1687999999998,0.014437747610444203,0.9064704267999008,5.0,5.933744463999084,1.2886335240192102,0.7507572667461142,1.116311693850692,2.2373178263011027,2.648910529607203,3.9092086683821394,6.808933618732852,0.00409626216077829,7.362498760223389,6.630459189414978,0.0002560163850486431,0.0
