event_type,risk_label,exposure_denominator,tail_peak_rate_per_mile,ads_exceedance_probability_conditional,ads_safety_critical_intensity_per_mile,highd_safety_critical_intensity_per_mile,ads_to_highd_intensity_ratio_per_mile,ads_safety_critical_return_period_miles,highd_safety_critical_return_period_miles,ads_return_period_over_highd_return_period_miles,ads_safety_critical_intensity_per_hour,highd_safety_critical_intensity_per_hour,ads_to_highd_intensity_ratio_per_hour,ads_safety_critical_return_period_hours,highd_safety_critical_return_period_hours,all_vehicle_miles,all_vehicle_hours
cut_in,Y_cutin_sim,all_vehicle_miles,0.014437747610444203,0.006200000000000001,8.951403518475407e-05,0.00037434006469380557,0.2391249124187997,11171.432479119418,2671.3678131619654,4.1819147569560435,0.005620116646159385,0.023502848738388243,0.23912491241879968,177.93224997978808,42.5480336928968,27635.889666845622,440.1687999999998
