event_type,risk_variable,pot_threshold_u,shape_xi,scale_beta,exceedance_rate,collision_critical_level_xc,evt_failure_threshold,score_space,human_safety_critical_intensity_per_mile,human_safety_critical_return_period_miles,human_safety_critical_intensity_per_hour,human_safety_critical_return_period_hours
cut_in,Y_cutin,2.2216177764090044,0.08611872679293595,0.6473188259735958,0.10215053763440861,5.0,5.933744463999084,evt,0.00037434006469380557,2671.3678131619654,0.023502848738388243,42.5480336928968
