event_type,split,num_samples,num_available_split_samples,sample_selection,sampler,action_representation,test_loss,test_noise_mse,test_x0_l1,test_smooth,ax_wasserstein,jerk_wasserstein,ax_ks,jerk_ks,lead_speed_wasserstein,lead_speed_ks,lead_final_speed_wasserstein,lead_final_speed_ks,lead_displacement_wasserstein,lead_displacement_ks,target_lateral_speed_wasserstein,target_lateral_speed_ks,target_lateral_accel_wasserstein,target_lateral_accel_ks,final_lateral_offset_wasserstein,final_lateral_offset_ks,gap_wasserstein,gap_ks,ttc_wasserstein,ttc_ks,thw_wasserstein,thw_ks,relative_speed_wasserstein,relative_speed_ks,closing_speed_wasserstein,closing_speed_ks,lateral_offset_wasserstein,lateral_offset_ks,abs_lateral_offset_wasserstein,abs_lateral_offset_ks,relative_lateral_speed_wasserstein,relative_lateral_speed_ks,min_gap_wasserstein,min_gap_ks,final_gap_wasserstein,final_gap_ks,min_ttc_wasserstein,min_ttc_ks,min_abs_lateral_offset_wasserstein,min_abs_lateral_offset_ks,max_abs_target_lateral_speed_wasserstein,max_abs_target_lateral_speed_ks,target_yaw_rate_wasserstein,target_yaw_rate_ks,lateral_displacement_wasserstein,lateral_displacement_ks,action_clip_rate,speed_negative_rate,jerk_violation_rate,ax_violation_rate,trajectory_discontinuity_rate,lateral_accel_violation_rate,lateral_jerk_violation_rate,lateral_displacement_violation_rate
cut_in,test,1960,1960,full_split,ddim,ax_ay,0.038984655816944276,0.021578718174477013,0.1646643528220605,0.09395029408743187,0.011167116928655579,0.0627005137534698,0.017102040816326547,0.32168877551020403,0.020183295035848814,0.005183673469387751,0.02485216199135294,0.009183673469387754,0.11247600244016064,0.008163265306122464,0.027101951806615295,0.02811224489795916,0.0051730683575448464,0.021204081632653055,0.12341004287490231,0.06887755102040816,0.03492895451127266,0.0035051020408163325,2.7335471748965126,0.004096938775510206,0.0011766970853417178,0.0021020408163265336,0.017358045188748106,0.004311224489795928,0.00654622085726991,0.004311224489795928,0.0789580397927503,0.030729591836734738,0.07890958474852106,0.05657653061224488,0.024921274457464223,0.019913265306122474,0.08449915014967627,0.007142857142857173,0.1238341642885792,0.007142857142857145,1.496966457975154,0.007653061224489777,0.06314925170241177,0.14285714285714285,0.061299074859339366,0.14795918367346939,0.00220490631754085,0.13877551020408163,0.0860388305342319,0.02857142857142847,0.0,0.0,1.0204081632653061e-05,0.0,0.0,0.0,0.0,0.00816326530612245
