event_type,probability_target,failure_event,probability,probability_ci95_lower,probability_ci95_upper,relative_standard_error,probability_estimate_kind,strict_probability_interpretation,num_samples,num_levels,p0,proposal_std,context_refresh_prob,mh_retries_per_sample,closed_loop_evaluations,proposal_evaluations,final_failure_fraction,stop_reason,reliability_status,score_space,transition_acceptance_rate
cut_in,"P_context,z(Y_cutin_sim > x_c | o sampled from highD tail scenario-condition distribution)",Y_cutin_sim > x_c (5),0.006200000000000001,0.0047053024065049145,0.007694697593495087,0.12300013113027365,standard_subset_estimate,True,1000,2,0.1,0.1,0.5,4,3267,2267,0.062,adaptive_failure_count_reached,pass,evt,0.667
