level,num_samples,score_min,score_mean,score_std,score_p50,score_p90,score_p95,score_max,subset_threshold,failure_fraction,acceptance_rate,unique_contexts,largest_context_count,largest_context_share,unique_states,largest_state_count,largest_state_share
0.0,1000.0,-0.0,0.46264633003352834,1.0214306239258053,-0.0,1.6668286888138757,2.856634034409719,6.662683007083307,1.6668286888138757,0.004,0.783,1000.0,1.0,0.001,1000.0,1.0,0.001
1.0,1000.0,1.6744885974753125,3.1413147145625806,1.3283891414058415,2.717615090964208,4.884042143122302,5.753198796967478,10.576350300722375,4.884042143122302,0.063,nan,195.0,10.0,0.01,883.0,5.0,0.005
